Customer_ID,Age,Gender,Region,Product_Category,Purchase_Amount_USD,Purchase_Date,Campaign,Satisfaction_Score,Returns
431,48,Male,Americas,Home,51.04,2025-06-25,A,4,1
432,47,Female,Africa,Toys,52.64,2025-06-15,B,4,0
433,41,Female,Americas,Toys,45.21,2025-06-19,B,1,0
434,52,Male,Europe,Home,134.16,2025-07-19,B,5,0
435,53,Female,Americas,Electronics,87.03,2025-07-27,A,3,0
436,23,Male,Africa,Clothing,74.69,2024-12-20,B,2,0
437,50,Other,Europe,Electronics,114.09,2025-11-16,B,3,0
438,50,Female,Europe,Clothing,74.46,2025-06-22,B,3,0
439,26,Male,Asia,Toys,73.03,2025-01-12,C,5,0
440,63,Female,Americas,Toys,60.59,2025-08-08,A,2,0
441,31,Female,Africa,Home,98.15,2025-09-03,C,3,0
442,65,Female,Asia,Toys,99.83,2025-07-25,C,1,1
443,27,Female,Africa,Electronics,68.36,2025-10-25,C,4,0
444,63,Male,Americas,Home,92.18,2025-02-22,A,3,0
445,52,Female,Europe,Toys,37.1,2025-06-18,B,2,0
446,54,Female,Europe,Electronics,136.51,2025-09-19,B,4,0
447,30,Male,Americas,Home,91.87,2025-05-27,B,1,1
448,46,Female,Asia,Electronics,92.27,2025-01-01,B,2,0
449,48,Female,Asia,Home,16.0,2025-09-16,C,2,0
450,54,Female,Asia,Electronics,61.18,2025-05-10,C,1,0
451,61,Female,Africa,Clothing,95.38,2025-01-24,B,5,0
452,53,Female,Europe,Electronics,90.44,2025-08-24,C,2,0
453,50,Female,Africa,Home,80.08,2025-04-08,B,1,0
454,30,Female,Africa,Toys,145.64,2025-08-25,A,3,0
455,20,Male,Africa,Electronics,11.67,2025-05-25,A,3,0
456,37,Male,Asia,Clothing,37.48,2025-06-22,B,3,1
457,33,Female,Americas,Clothing,96.12,2025-05-01,C,4,0
458,69,Male,Americas,Toys,86.65,2025-03-09,B,2,0
459,58,Female,Asia,Toys,12.97,2025-02-26,C,5,0
460,44,Male,Africa,Home,93.04,2025-07-23,B,5,0
461,30,Female,Asia,Clothing,142.28,2025-04-06,C,4,1
462,51,Male,Americas,Toys,5.0,2025-04-08,A,4,1
463,19,Female,Americas,Toys,5.0,2025-06-08,C,4,0
464,33,Male,Europe,Toys,106.2,2025-03-10,A,2,0
465,45,Male,Asia,Home,156.79,2025-06-12,B,3,1
466,57,Female,Americas,Home,37.53,2025-03-17,B,5,0
467,66,Male,Europe,Clothing,100.07,2025-01-05,C,3,0
468,51,Female,Asia,Home,46.16,2025-09-24,C,4,0
469,37,Female,Europe,Home,89.08,2025-01-21,B,1,0
470,52,Male,Europe,Toys,109.24,2025-06-21,C,4,0
471,26,Male,Europe,Clothing,102.49,2025-09-17,A,4,1
472,45,Female,Asia,Home,48.07,2025-06-09,A,2,0
473,60,Male,Asia,Electronics,41.37,2025-02-28,C,5,0
474,63,Female,Americas,Clothing,15.57,2024-11-30,B,3,0
475,46,Female,Americas,Home,63.15,2024-12-28,B,5,0
476,50,Male,Europe,Electronics,62.84,2025-02-09,A,5,1
477,54,Male,Africa,Home,56.39,2025-06-25,B,5,1
478,25,Female,Europe,Electronics,111.72,2025-01-01,A,4,1
479,66,Female,Europe,Home,71.02,2025-05-07,A,3,0
480,28,Other,Africa,Clothing,48.17,2025-01-31,B,5,1
481,33,Male,Americas,Home,133.97,2025-10-22,C,3,0
482,22,Male,Africa,Home,80.33,2025-02-13,C,1,0
483,54,Female,Americas,Home,79.92,2025-05-26,C,1,0
484,31,Female,Americas,Toys,47.56,2025-01-03,A,3,0
485,42,Female,Africa,Clothing,77.16,2025-05-02,A,5,1
486,45,Female,Europe,Electronics,18.13,2025-02-11,C,4,0
487,60,Male,Africa,Clothing,49.67,2025-11-23,A,2,0
488,35,Male,Europe,Home,12.6,2025-08-20,C,5,1
489,31,Male,Africa,Clothing,152.14,2025-09-14,B,4,0
490,52,Female,Asia,Clothing,50.32,2025-10-02,A,5,0
491,56,Male,Europe,Electronics,83.2,2025-02-23,A,5,1
492,20,Male,Americas,Clothing,34.69,2025-08-21,C,4,0
493,58,Female,Americas,Electronics,33.62,2025-09-07,B,4,0
494,35,Male,Europe,Home,162.64,2025-01-27,C,1,0
495,57,Female,Americas,Clothing,99.14,2025-02-03,A,4,0
496,27,Male,Americas,Home,51.25,2025-07-14,B,3,1
497,47,Female,Asia,Electronics,80.62,2024-12-01,A,2,0
498,28,Female,Asia,Electronics,34.48,2025-01-15,A,5,0
499,59,Female,Americas,Electronics,130.58,2025-05-20,A,5,0
500,39,Female,Asia,Clothing,139.96,2025-11-03,A,5,0
501,30,Male,Americas,Clothing,30.53,2025-04-13,B,1,1
502,53,Female,Africa,Clothing,105.69,2025-02-02,B,3,0
503,63,Female,Africa,Electronics,5.0,2025-01-28,C,3,0
504,20,Female,Asia,Home,44.95,2025-02-16,B,5,0
505,23,Male,Asia,Clothing,40.83,2025-10-23,B,2,0
506,54,Male,Asia,Home,73.51,2025-01-16,C,2,1
507,27,Male,Asia,Electronics,101.79,2025-11-29,C,3,0
508,57,Male,Asia,Toys,126.16,2025-02-04,B,4,0
509,28,Male,Americas,Home,15.53,2024-12-15,A,2,0
510,63,Female,Asia,Clothing,105.0,2025-01-14,A,4,0
511,51,Male,Americas,Electronics,5.0,2025-04-19,A,1,0
512,26,Male,Asia,Home,41.07,2025-03-23,C,5,0
513,38,Male,Americas,Home,77.81,2025-09-26,A,1,1
514,34,Male,Asia,Electronics,107.09,2025-02-12,B,3,0
515,24,Female,Africa,Clothing,44.2,2024-12-11,B,3,0
516,49,Male,Europe,Home,96.21,2025-01-16,C,4,0
517,29,Male,Europe,Clothing,64.71,2025-02-06,B,1,0
518,35,Male,Asia,Home,75.74,2025-09-27,C,4,0
519,44,Male,Asia,Home,143.9,2025-10-01,C,1,0
520,64,Male,Africa,Electronics,18.26,2025-01-01,A,1,0
521,66,Male,Asia,Toys,107.97,2025-09-27,B,5,0
522,33,Male,Asia,Home,48.48,2024-12-17,B,3,1
523,52,Female,Americas,Clothing,88.72,2025-06-14,B,1,0
524,50,Male,Europe,Electronics,87.25,2025-09-13,B,5,0
525,35,Female,Europe,Electronics,126.78,2024-12-29,A,2,0
526,69,Female,Americas,Clothing,131.28,2025-11-07,C,4,0
527,33,Male,Europe,Electronics,66.32,2024-12-17,C,3,0
528,35,Female,Asia,Home,120.47,2025-02-18,C,1,0
529,32,Female,Europe,Electronics,149.67,2025-11-04,B,2,0
530,45,Female,Africa,Home,38.65,2025-11-06,B,5,0
531,68,Male,Asia,Toys,51.51,2025-04-05,B,2,0
532,47,Male,Europe,Home,56.12,2025-08-24,C,5,0
533,58,Male,Asia,Clothing,100.14,2025-10-15,A,4,0
534,24,Female,Europe,Clothing,69.45,2025-05-16,C,4,1
535,38,Male,Africa,Clothing,24.45,2025-01-21,B,1,0
536,58,Female,Americas,Home,71.94,2025-01-05,B,3,0
537,56,Other,Europe,Clothing,28.9,2025-05-10,B,3,1
538,56,Male,Africa,Clothing,115.78,2025-10-05,B,3,0
539,49,Female,Americas,Electronics,75.34,2025-04-10,C,2,0
540,19,Female,Asia,Toys,110.95,2025-07-13,A,1,0
541,69,Female,Europe,Electronics,102.86,2025-10-06,A,4,1
542,47,Female,Europe,Home,5.0,2025-09-10,B,1,1
543,49,Male,Africa,Electronics,10.51,2025-04-01,C,4,0
544,32,Male,Americas,Toys,14.95,2025-10-26,C,2,0
545,65,Male,Asia,Electronics,5.0,2024-12-12,C,5,0
546,18,Male,Europe,Toys,117.85,2024-12-16,C,2,0
547,35,Male,Europe,Clothing,103.14,2025-08-13,C,4,0
548,36,Female,Asia,Home,139.32,2025-09-24,C,1,0
549,29,Female,Americas,Electronics,91.05,2025-08-30,B,4,0
550,63,Other,Africa,Home,29.08,2025-04-13,C,4,1
551,60,Female,Africa,Electronics,124.55,2025-04-22,B,5,0
552,35,Other,Asia,Clothing,64.96,2025-11-23,B,2,0
553,58,Female,Europe,Home,113.06,2025-07-14,A,2,0
554,41,Female,Africa,Toys,111.01,2025-04-07,B,1,1
555,53,Female,Africa,Clothing,67.04,2025-03-27,B,5,0
556,40,Male,Asia,Clothing,10.82,2025-07-30,B,5,0
557,57,Female,Asia,Toys,46.22,2025-04-02,A,3,0
558,69,Male,Europe,Home,107.53,2025-04-24,B,5,1
559,39,Male,Americas,Electronics,113.01,2025-11-09,B,4,0
560,18,Male,Americas,Electronics,86.15,2025-04-12,A,1,0
561,57,Female,Americas,Home,36.17,2025-08-10,C,2,0
562,56,Female,Africa,Electronics,80.22,2025-10-02,B,1,0
563,43,Male,Asia,Toys,37.77,2024-12-12,A,2,0
564,64,Male,Americas,Home,31.5,2025-10-24,A,4,1
565,43,Female,Americas,Electronics,95.69,2025-10-08,A,3,0
566,40,Other,Africa,Clothing,87.08,2025-02-08,C,2,0
567,29,Male,Asia,Home,95.38,2025-04-28,B,4,0
568,37,Male,Africa,Electronics,57.69,2025-05-16,A,3,0
569,45,Male,Asia,Home,72.19,2025-02-08,C,1,1
570,23,Male,Americas,Clothing,56.72,2025-11-10,A,3,0
571,27,Male,Asia,Electronics,115.18,2025-10-21,C,1,0
572,32,Female,Americas,Clothing,5.0,2025-06-26,B,1,0
573,38,Male,Asia,Home,113.75,2025-03-01,A,5,0
574,69,Female,Africa,Clothing,37.33,2025-08-06,A,4,0
575,60,Other,Europe,Toys,102.11,2025-08-03,B,1,0
576,43,Male,Europe,Clothing,76.37,2025-09-19,C,4,0
577,18,Other,Americas,Electronics,53.42,2025-08-30,C,3,0
578,66,Male,Americas,Clothing,56.19,2025-07-31,A,3,0
579,27,Male,Americas,Electronics,5.0,2025-09-16,C,3,0
580,52,Female,Asia,Toys,140.46,2025-08-19,B,2,1
581,21,Male,Europe,Clothing,13.64,2025-09-06,B,3,0
582,37,Male,Asia,Home,16.68,2025-07-12,C,1,0
583,21,Female,Africa,Home,112.15,2025-06-03,C,3,0
584,23,Other,Americas,Toys,52.56,2025-01-21,B,4,0
585,56,Other,Asia,Toys,131.98,2025-02-15,B,4,1
586,43,Female,Africa,Clothing,155.1,2025-01-25,B,4,0
587,22,Other,Africa,Electronics,5.0,2025-10-27,B,1,0
588,67,Male,Africa,Home,149.97,2025-02-22,C,1,0
589,32,Male,Americas,Toys,37.88,2025-05-27,B,2,0
590,56,Female,Africa,Toys,89.13,2025-01-04,C,2,0
591,28,Female,Europe,Toys,66.2,2025-05-26,B,5,1
592,43,Male,Americas,Electronics,52.91,2025-08-21,C,1,0
593,59,Female,Asia,Toys,36.03,2025-07-13,A,3,1
594,58,Male,Asia,Toys,127.82,2024-12-16,C,1,0
595,24,Other,Americas,Electronics,95.3,2024-12-26,C,2,2
596,36,Female,Africa,Home,62.32,2025-07-05,C,2,0
597,57,Female,Europe,Electronics,37.31,2025-06-03,B,5,0
598,19,Female,Europe,Toys,33.1,2025-06-09,C,1,1
599,49,Male,Africa,Toys,30.65,2025-08-09,B,1,0
600,60,Female,Americas,Toys,46.88,2025-11-06,C,3,1
601,40,Male,Africa,Home,16.83,2025-10-04,A,2,1
602,26,Male,Europe,Home,55.18,2025-06-26,B,2,1
603,24,Male,Africa,Home,88.9,2025-03-24,C,2,0
604,18,Male,Africa,Toys,75.42,2025-08-04,A,5,0
605,49,Female,Africa,Home,38.47,2025-05-07,A,4,0
606,58,Male,Asia,Clothing,92.37,2024-12-29,B,1,1
607,48,Female,Americas,Clothing,128.59,2025-06-08,B,4,0
608,34,Female,Europe,Toys,48.35,2024-12-01,A,2,0
609,50,Female,Americas,Clothing,58.83,2025-07-04,C,5,0
610,32,Female,Americas,Toys,112.72,2025-09-08,A,2,0
611,51,Male,Americas,Clothing,83.01,2024-12-28,A,1,2
612,28,Female,Asia,Clothing,62.88,2025-02-15,B,4,0
613,26,Male,Americas,Clothing,85.16,2025-11-12,B,4,0
614,31,Male,Asia,Toys,21.28,2025-10-29,C,3,0
615,31,Male,Africa,Home,63.76,2025-05-19,A,2,0
616,53,Other,Asia,Toys,60.52,2025-09-11,C,3,0
617,37,Male,Europe,Clothing,90.52,2025-03-14,C,5,0
618,54,Male,Europe,Clothing,40.07,2025-11-22,A,3,0
619,52,Male,Africa,Home,54.72,2025-04-15,B,3,0
620,34,Female,Europe,Clothing,73.8,2025-04-22,A,1,0
621,27,Female,Americas,Toys,45.41,2024-12-09,A,3,0
622,47,Female,Africa,Toys,101.18,2025-07-24,C,5,0
623,52,Female,Americas,Electronics,126.7,2025-09-25,B,1,0
624,63,Male,Europe,Toys,53.71,2025-08-10,A,4,1
625,41,Female,Asia,Electronics,43.45,2025-08-27,C,5,0
626,43,Male,Europe,Clothing,61.42,2025-09-08,B,4,0
627,34,Male,Asia,Home,95.25,2025-10-01,A,3,0
628,43,Male,Americas,Home,55.94,2025-11-11,C,2,0
629,30,Male,Europe,Clothing,42.21,2025-06-13,B,3,0
630,67,Male,Africa,Electronics,57.47,2025-03-13,B,2,0
631,54,Male,Americas,Home,57.3,2025-03-05,C,3,1
632,54,Female,Africa,Toys,34.1,2025-11-19,C,4,0
633,57,Male,Africa,Clothing,72.2,2025-02-14,B,5,2
634,61,Male,Americas,Home,145.79,2025-10-22,B,4,0
635,66,Male,Europe,Toys,89.74,2025-02-18,A,2,1
636,65,Female,Asia,Home,42.57,2025-04-30,A,2,0
637,36,Male,Europe,Home,89.79,2025-07-02,C,1,0
638,39,Female,Americas,Home,58.73,2025-09-02,A,5,0
639,25,Male,Africa,Clothing,90.94,2025-05-15,B,3,1
640,34,Female,Asia,Toys,73.51,2025-06-29,C,2,0
641,43,Female,Americas,Toys,66.81,2025-05-07,C,2,1
642,56,Female,Asia,Clothing,16.47,2025-06-15,A,4,0
643,48,Female,Americas,Home,103.82,2025-11-27,A,5,0
644,33,Female,Americas,Home,124.05,2025-01-01,A,4,0
645,52,Male,Americas,Electronics,128.5,2025-07-22,A,2,0
646,50,Female,Europe,Electronics,37.8,2025-08-18,C,1,0
647,61,Male,Asia,Clothing,14.26,2025-02-11,A,2,0
648,22,Female,Europe,Electronics,141.87,2025-02-16,A,5,0
649,31,Male,Europe,Home,116.59,2025-02-08,B,2,0
650,44,Other,Asia,Toys,34.28,2025-03-19,B,2,0
651,54,Other,Asia,Toys,124.02,2025-02-16,A,2,0
652,69,Male,Europe,Home,17.42,2025-08-08,A,3,0
653,26,Female,Africa,Electronics,108.2,2025-05-08,B,5,0
654,55,Female,Africa,Home,56.59,2025-10-29,C,3,0
655,59,Male,Americas,Toys,83.37,2024-12-07,A,5,0
656,37,Male,Americas,Toys,110.65,2025-02-14,A,4,0
657,66,Female,Africa,Electronics,61.25,2025-02-19,B,3,0
658,44,Female,Americas,Clothing,47.06,2025-06-02,C,5,0
659,53,Male,Americas,Clothing,101.83,2025-02-26,A,3,0
660,28,Male,Asia,Toys,11.13,2024-12-09,C,1,0
661,68,Female,Europe,Electronics,50.8,2025-09-22,B,1,0
662,31,Female,Asia,Clothing,115.06,2025-05-22,A,5,1
663,69,Female,Asia,Home,24.59,2025-11-11,B,4,0
664,44,Male,Asia,Clothing,132.75,2025-05-24,B,3,0
665,29,Male,Europe,Toys,120.02,2025-05-10,A,3,0
666,36,Female,Americas,Toys,72.11,2025-03-05,C,5,2
667,18,Female,Europe,Toys,167.3,2025-01-04,B,4,0
668,61,Male,Europe,Home,9.4,2025-02-26,C,5,0
669,48,Male,Americas,Toys,135.44,2024-12-17,B,4,1
670,33,Female,Asia,Toys,117.63,2025-11-03,C,3,0
671,59,Male,Africa,Toys,56.35,2025-07-03,A,3,0
672,34,Male,Americas,Electronics,159.47,2025-03-26,B,2,0
673,40,Male,Asia,Home,104.91,2025-04-16,C,2,0
674,34,Female,Americas,Clothing,100.68,2025-01-13,B,2,0
675,39,Male,Africa,Clothing,135.8,2025-03-01,C,4,1
676,53,Male,Africa,Toys,55.44,2025-05-06,C,3,0
677,23,Male,Europe,Home,158.31,2025-07-26,C,3,0
678,20,Male,Americas,Home,72.89,2025-02-09,B,4,0
679,23,Male,Asia,Toys,91.01,2025-11-09,C,1,3
680,46,Male,Americas,Home,47.79,2025-11-05,C,4,0
681,55,Male,Americas,Clothing,31.46,2025-05-05,C,3,0
682,18,Female,Africa,Electronics,140.73,2025-09-17,A,4,0
683,36,Female,Europe,Home,96.95,2025-07-08,B,4,0
684,18,Female,Americas,Electronics,101.65,2025-03-12,B,3,0
685,18,Female,Asia,Toys,43.4,2025-06-24,A,1,0
686,18,Female,Africa,Home,91.78,2025-08-04,A,5,0
687,66,Female,Americas,Home,88.53,2025-11-14,B,1,2
688,20,Male,Africa,Clothing,44.02,2025-07-05,B,3,0
689,32,Female,Asia,Toys,101.26,2025-03-29,B,3,0
690,23,Male,Africa,Electronics,5.0,2025-02-24,A,5,1
691,34,Male,Asia,Home,67.19,2024-12-18,A,1,0
692,30,Female,Africa,Home,45.86,2025-02-27,C,5,0
693,29,Female,Europe,Electronics,37.07,2024-12-21,A,3,0
694,47,Male,Asia,Clothing,35.34,2025-01-16,A,3,0
695,51,Female,Americas,Clothing,87.12,2024-12-17,A,5,0
696,23,Other,Africa,Toys,41.47,2025-04-20,C,5,0
697,45,Male,Asia,Home,58.54,2025-11-08,C,2,0
698,54,Male,Europe,Clothing,73.81,2025-11-12,C,5,0
699,20,Other,Africa,Electronics,5.0,2025-07-06,C,3,1
700,58,Male,Africa,Electronics,77.54,2025-07-14,A,1,1
701,42,Male,Europe,Electronics,22.85,2025-02-21,A,3,0
702,25,Male,Africa,Electronics,103.04,2025-08-26,C,3,0
703,29,Female,Europe,Electronics,58.86,2025-02-13,A,4,0
704,27,Male,Africa,Home,60.4,2025-10-10,C,2,0
705,57,Male,Africa,Home,30.43,2025-04-22,C,5,0
706,37,Female,Europe,Home,72.13,2025-05-09,B,4,0
707,61,Male,Asia,Home,55.38,2025-05-03,A,3,0
708,23,Female,Asia,Clothing,124.24,2025-10-30,B,4,0
709,21,Male,Africa,Clothing,20.44,2025-02-27,B,2,0
710,35,Other,Americas,Home,92.95,2025-02-19,B,5,0
711,50,Male,Asia,Home,99.62,2025-06-27,B,5,0
712,50,Female,Europe,Clothing,22.92,2025-10-22,C,4,0
713,33,Male,Asia,Home,47.81,2025-05-01,C,3,0
714,18,Male,Asia,Electronics,66.41,2025-05-30,C,1,0
715,61,Male,Africa,Clothing,87.29,2025-01-28,C,2,0
716,63,Male,Americas,Electronics,65.12,2025-10-12,B,4,0
717,44,Male,Africa,Electronics,21.82,2025-11-19,A,5,0
718,19,Male,Europe,Electronics,5.0,2025-04-14,B,4,0
719,35,Male,Americas,Clothing,132.31,2025-09-01,B,2,0
720,68,Female,Europe,Electronics,60.76,2025-04-02,C,5,0
721,20,Female,Asia,Home,100.96,2025-06-19,C,3,0
722,58,Female,Americas,Home,75.41,2025-07-10,A,2,0
723,37,Male,Asia,Toys,23.21,2024-12-28,B,2,0
724,31,Female,Africa,Toys,60.75,2025-06-07,C,4,0
725,35,Male,Africa,Clothing,59.56,2025-09-10,A,4,0
726,30,Female,Europe,Toys,60.12,2025-10-04,B,3,1
727,56,Male,Europe,Home,45.22,2025-09-03,C,4,0
728,55,Female,Europe,Home,64.42,2025-10-08,A,5,0
729,66,Male,Europe,Home,82.75,2025-01-22,A,5,0
730,28,Male,Europe,Electronics,54.77,2025-04-04,A,2,0
731,18,Other,Africa,Clothing,73.88,2025-01-28,A,3,0
732,19,Female,Europe,Home,68.58,2025-09-28,C,2,0
733,44,Female,Americas,Home,83.51,2025-01-26,A,5,0
734,24,Female,Europe,Electronics,68.32,2025-01-08,A,3,0
735,47,Male,Americas,Clothing,80.19,2025-06-19,B,4,1
736,44,Other,Europe,Toys,159.68,2025-04-09,C,2,1
737,58,Male,Americas,Clothing,32.63,2025-08-16,C,3,1
738,38,Other,Americas,Clothing,61.79,2025-05-03,C,1,0
739,19,Female,Africa,Electronics,74.54,2025-05-14,B,2,0
740,63,Female,Europe,Home,75.04,2025-07-31,B,5,0
741,64,Other,Europe,Toys,70.26,2025-01-13,B,1,0
742,26,Female,Americas,Toys,75.02,2025-02-16,A,4,0
743,47,Male,Europe,Home,115.56,2025-07-01,C,4,0
744,21,Other,Asia,Home,116.59,2025-01-02,C,2,1
745,54,Male,Africa,Toys,88.83,2025-03-04,A,5,0
746,19,Female,Europe,Toys,36.76,2025-05-06,B,4,0
747,62,Other,Asia,Clothing,155.72,2025-07-03,B,5,1
748,60,Female,Asia,Toys,50.78,2025-02-04,A,3,0
749,38,Female,Asia,Home,134.12,2025-02-10,A,3,0
750,22,Female,Americas,Toys,131.5,2025-03-05,A,2,1
751,36,Female,Americas,Clothing,5.0,2025-03-18,A,3,0
752,63,Female,Americas,Electronics,90.53,2025-02-13,B,4,0
753,18,Female,Americas,Toys,108.02,2025-11-17,B,1,0
754,22,Female,Europe,Clothing,79.83,2025-02-01,A,2,1
755,26,Male,Asia,Toys,109.93,2025-03-18,C,4,0
756,25,Other,Europe,Toys,157.95,2025-08-30,C,2,0
757,21,Male,Africa,Electronics,103.03,2024-12-24,A,5,0
758,27,Male,Europe,Toys,64.32,2025-09-15,C,4,0
759,53,Other,Africa,Clothing,85.28,2025-10-21,A,5,1
760,62,Female,Americas,Toys,199.14,2025-11-10,B,2,0
761,62,Male,Europe,Home,65.62,2025-03-02,C,3,0
762,39,Female,Africa,Toys,56.25,2025-09-08,B,3,0
763,50,Female,Europe,Clothing,94.35,2025-03-19,B,2,0
764,47,Male,Europe,Electronics,75.69,2025-04-08,A,3,0
765,56,Male,Americas,Clothing,123.95,2025-06-15,C,4,0
766,67,Male,Africa,Clothing,39.76,2025-11-10,A,3,0
767,43,Male,Americas,Toys,8.75,2025-05-29,C,1,1
768,39,Male,Africa,Electronics,34.73,2025-08-06,A,5,0
769,23,Male,Americas,Electronics,52.1,2025-03-02,C,2,0
770,46,Male,Asia,Toys,153.31,2025-03-28,A,2,1
771,64,Male,Europe,Home,64.95,2025-05-20,C,3,0
772,32,Male,Europe,Home,105.73,2025-07-17,C,1,0
773,39,Male,Americas,Home,39.84,2025-04-19,B,5,0
774,39,Female,Africa,Electronics,93.77,2025-06-12,A,5,0
775,35,Male,Asia,Clothing,5.0,2025-01-18,C,2,1
776,26,Male,Americas,Clothing,5.0,2025-06-22,C,1,0
777,35,Other,Europe,Home,32.63,2025-05-28,B,1,0
778,60,Other,Americas,Toys,50.83,2025-11-21,C,5,0
779,57,Female,Asia,Toys,47.48,2025-06-02,B,3,1
780,66,Male,Europe,Toys,5.0,2025-04-22,B,2,0
781,34,Male,Americas,Clothing,64.86,2025-09-26,C,5,0
782,24,Female,Asia,Electronics,38.13,2025-03-07,B,5,0
783,46,Male,Asia,Toys,23.95,2025-06-29,C,2,0
784,41,Male,Africa,Electronics,62.76,2025-02-19,A,4,1
785,23,Female,Africa,Electronics,110.04,2025-07-24,C,4,1
786,49,Male,Asia,Toys,46.64,2025-02-04,A,1,0
787,52,Male,Europe,Home,103.89,2025-05-09,C,2,0
788,44,Female,Europe,Clothing,92.06,2025-04-24,B,3,0
789,68,Female,Europe,Home,69.06,2025-11-05,A,1,0
790,38,Male,Africa,Home,53.42,2025-05-31,A,5,1
791,35,Male,Asia,Toys,41.5,2025-01-25,B,5,0
792,40,Male,Asia,Toys,125.05,2025-01-31,C,5,0
793,52,Male,Americas,Home,13.11,2025-06-25,C,5,1
794,66,Female,Asia,Home,28.97,2025-11-30,A,3,0
795,34,Male,Americas,Clothing,16.56,2025-11-04,B,3,0
796,41,Male,Africa,Home,74.72,2025-02-07,C,1,0
797,32,Male,Asia,Home,6.92,2025-10-13,A,5,0
798,67,Male,Africa,Toys,88.08,2025-09-03,C,4,0
799,39,Male,Africa,Toys,38.91,2025-04-24,A,1,1
800,35,Female,Europe,Toys,74.6,2024-12-17,A,2,0
801,53,Male,Europe,Clothing,117.83,2025-03-07,B,4,1
802,68,Other,Asia,Toys,5.0,2025-04-22,C,4,0
803,47,Male,Europe,Clothing,70.76,2025-10-24,A,5,0
804,23,Female,Americas,Clothing,47.44,2025-01-04,B,2,0
805,27,Male,Europe,Toys,56.97,2025-11-12,C,1,0
806,35,Female,Europe,Electronics,5.0,2025-08-17,B,4,0
807,68,Female,Africa,Electronics,77.91,2025-04-02,A,4,0
808,30,Male,Asia,Clothing,80.67,2025-10-23,C,2,0
809,33,Other,Americas,Home,5.0,2025-04-22,A,1,0
810,61,Male,Africa,Clothing,5.0,2025-10-11,B,3,0
811,18,Male,Europe,Electronics,42.66,2025-04-24,A,5,0
812,54,Male,Europe,Electronics,33.47,2025-11-15,C,4,0
813,69,Male,Asia,Home,33.21,2025-02-04,B,1,1
814,39,Male,Asia,Home,81.87,2025-05-15,B,1,0
815,40,Male,Europe,Toys,135.28,2025-03-27,B,5,0
816,33,Male,Europe,Home,120.35,2025-11-04,B,5,0
817,20,Male,Europe,Home,85.84,2025-03-06,B,3,1
818,41,Male,Europe,Home,13.19,2025-03-05,B,4,1
819,42,Male,Americas,Toys,52.53,2025-09-08,B,2,0
820,64,Male,Americas,Home,96.68,2025-09-25,C,4,0
821,43,Male,Europe,Home,97.96,2025-07-05,A,3,0
822,22,Female,Asia,Home,19.44,2025-11-20,C,1,0
823,47,Male,Americas,Electronics,96.13,2025-01-04,A,4,0
824,59,Female,Asia,Clothing,81.09,2025-07-28,A,4,0
825,64,Male,Asia,Toys,118.25,2025-08-20,C,4,0
826,42,Other,Africa,Toys,67.5,2025-03-16,A,3,0
827,61,Female,Asia,Clothing,57.38,2025-09-04,C,4,1
828,41,Male,Americas,Home,38.2,2025-08-12,B,1,1
829,30,Male,Europe,Electronics,143.43,2025-07-21,B,2,0
830,44,Other,Americas,Electronics,32.31,2025-04-08,C,4,0
831,37,Other,Europe,Electronics,144.55,2025-09-26,B,2,1
832,49,Male,Africa,Clothing,88.71,2025-05-09,A,4,0
833,39,Male,Americas,Toys,101.84,2024-12-23,B,5,0
834,42,Male,Asia,Toys,5.0,2024-12-22,B,2,0
835,33,Male,Africa,Electronics,163.9,2025-03-21,C,2,0
836,47,Male,Asia,Electronics,68.65,2025-08-25,C,4,1
837,68,Male,Asia,Toys,53.04,2025-11-26,B,5,0
838,37,Female,Europe,Toys,137.86,2025-01-29,B,1,0
839,43,Other,Americas,Clothing,53.3,2025-11-10,A,3,0
840,35,Male,Americas,Home,180.98,2024-12-24,A,4,0
841,25,Female,Europe,Clothing,19.46,2025-06-17,A,5,0
842,51,Male,Europe,Electronics,9.62,2025-02-14,A,1,1
843,69,Male,Asia,Toys,63.42,2025-06-11,C,3,0
844,19,Male,Americas,Home,50.39,2025-05-12,C,1,0
845,42,Male,Africa,Home,51.17,2025-09-15,B,1,0
846,26,Female,Asia,Electronics,101.77,2025-04-12,C,4,0
847,67,Female,Asia,Toys,31.72,2025-02-09,C,1,0
848,59,Male,Americas,Home,56.45,2025-01-06,C,1,0
849,40,Male,Africa,Home,79.41,2025-07-16,B,2,0
850,66,Female,Africa,Electronics,94.77,2025-03-21,C,5,1
851,46,Other,Asia,Home,57.33,2025-10-16,A,5,1
852,36,Male,Asia,Clothing,93.6,2025-10-03,B,3,1
853,62,Male,Asia,Toys,38.08,2025-03-03,B,1,0
854,67,Male,Africa,Clothing,110.31,2025-10-08,A,1,0
855,61,Male,Asia,Toys,61.54,2024-12-20,A,2,1
856,46,Male,Asia,Toys,98.16,2025-09-28,B,5,0
857,27,Female,Asia,Electronics,177.56,2025-04-22,B,4,0
858,68,Female,Asia,Home,113.24,2024-12-11,B,1,0
859,52,Male,Africa,Home,98.35,2025-04-17,B,5,0
860,18,Female,Africa,Clothing,97.31,2025-02-26,C,4,0
861,49,Male,Asia,Toys,131.57,2025-09-04,B,4,1
862,23,Male,Europe,Home,76.65,2025-06-17,A,1,0
863,52,Male,Africa,Electronics,52.28,2024-12-01,C,5,0
